title,authors,year,url
Ebof: interactive temporal correlation analysis for ensemble data based on bag-of-features,"Z Ding, J Han, R Qian, L Shen, S Chen… - … Transactions on Big …, 2023",2023,https://ieeexplore.ieee.org/abstract/document/10284987/
Fast Topology-Aware Lossy Data Compression with Full Preservation of Critical Points and Local Order,"A Fallin , N Gorski , T Agarwal , B Wang… - arXiv preprint arXiv …, 2026",2026,https://arxiv.org/abs/2603.26968
Comparing mapper graphs of artificial neuron activations,"Y Zhou , H Jenne , D Brown , M Shapiro … - … Data Analysis and …, 2023",2023,https://ieeexplore.ieee.org/abstract/document/10363137/
Combinatorial Exploration of Morse–Smale Functions on the Sphere via Interactive Visualization,"Y Zhou , J Lazovskis , MJ Catanzaro … - … Data Analysis and …, 2023",2023,https://ieeexplore.ieee.org/abstract/document/10363142/
Counting Barcodes with the same Betti Curve,"H Ashley, HB Bjerkevik , J Curry , R Decker… - arXiv preprint arXiv …, 2026",2026,https://arxiv.org/abs/2602.09011
SonicDB S6: A Storage-Efficient Verkle Trie for High-Throughput Blockchains,"L Crisci, L Schuler, H Jordan , B Scholz",2026,https://arxiv.org/abs/2604.06579
Topologically attributed graphs for shape discrimination,"J Curry , W Mio , T Needham … - Topological …, 2023",2023,https://proceedings.mlr.press/v221/curry23a.html
Measure-Theoretic Reeb Graphs and Reeb Spaces,"Q Wang , G Ma , R Sridharamurthy , B Wang",2025,https://link.springer.com/article/10.1007/s00454-025-00789-4
MAGIC: Marching Cubes Isosurface Uncertainty Visualization for Gaussian Uncertain Data with Spatial Correlation,"TM Athawale , K Moreland , D Pugmire … - … on Visualization and …, 2026",2026,https://ieeexplore.ieee.org/abstract/document/11353025/
COZO: A Secure and Efficient Blockchain-Enhanced Federated Learning Paradigm with Optimized Storage and Equitable Contribution Valuation,"N Liu, Y Zhou , Y Qin, Q Feng, H Qi - Future Generation Computer Systems, 2026",2026,https://www.sciencedirect.com/science/article/pii/S0167739X25006569
Vestec: Visual exploration and sampling toolkit for extreme computing,"M Flatken, A Podobas , R Fellegara , A Basermann … - IEEE …, 2023",2023,https://ieeexplore.ieee.org/abstract/document/10201878/
TopoInVis 2023,"N Bermingham, V Robins , J Jankowai, TB Masood…",N/A,https://ieeexplore.ieee.org/abstract/document/10363139/
CHC-Based Verification of Programs Through Graph Decompositions,"M Faella , G Garbi , S La Torre , G Parlato",2024,https://link.springer.com/article/10.1007/s42979-024-03371-6
Lossy Compression of Scientific Data: Applications Constrains and Requirements,"F Cappello , A Baker , E Bozda, M Burtscher … - arXiv preprint arXiv …, 2025",2025,https://arxiv.org/abs/2503.20031
Compact and Progressive Encodings for Task-Adaptive Queries of Scientific Data,D Hoang,2023,https://search.proquest.com/openview/6527f731ed4987771c7d1b91b7986563/1?pq-origsite=gscholar&cbl=18750&diss=y
BLC-RFANN: B+ tree with Lazy Caching for RFANN,P Lampropoulos,2026,https://dione.lib.unipi.gr/xmlui/handle/unipi/19064
A survey on error-bounded lossy compression for scientific datasets,"S Di , J Liu , K Zhao , X Liang , R Underwood … - ACM computing …, 2025",2025,https://dl.acm.org/doi/abs/10.1145/3733104
"Criteria-first, semantics-later: reproducible structure discovery in image-based sciences",J Bumberger,2026,https://arxiv.org/abs/2602.15712
A User's Guide to Sampling Strategies for Sliced Optimal Transport,"K Sisouk, J Delon , J Tierny",2025,https://arxiv.org/abs/2502.02275
Topological Hierarchies and Decomposition: From Clustering to Persistence,KA Brown,2022,https://rave.ohiolink.edu/etdc/view?acc_num=wright1650388451804736
Leveraging Topology to Advance Machine Learning Models and Methods,SD Leventhal,2024,https://search.proquest.com/openview/8232ec559d1a4ebf139709694c25a9d6/1?pq-origsite=gscholar&cbl=18750&diss=y
Through the Grapevine: Vineyard Distance as a Measure of Topological Dissimilarity,"A Arulandu, D Gottschalk, T Payne… - arXiv preprint arXiv …, 2025",2025,https://arxiv.org/abs/2510.24472
Optimizing Topological Spaces for Scalable Persistent Homology Computations,RP Singh,2024,https://search.proquest.com/openview/9a88586b17c9e7a47286ad640b4f5029/1?pq-origsite=gscholar&cbl=18750&diss=y
maph: Maps Based on Perfect Hashing for Sub-Microsecond Key-Value Storage,A Towell,N/A,https://metafunctor.com/latex/maph/maph_technical_report.pdf
Fiber uncertainty visualization for bivariate data with parametric and nonparametric noise models,"TM Athawale , CR Johnson, S Sane… - IEEE Transactions on …, 2022",2022,https://ieeexplore.ieee.org/abstract/document/9903471/
An Entropy-Based Test and Development Framework for Uncertainty Modeling in Level-Set Visualizations,"R Sisneros , T Athawale , D Pugmire … - 2024 IEEE Workshop …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10750136/
An automata-based framework for verification and bug hunting in quantum circuits,"YF Chen , KM Chung , O Lengál , JA Lin … - Proceedings of the …, 2023",2023,https://dl.acm.org/doi/abs/10.1145/3591270
Enabling fast and accurate crowdsourced annotation for elevation-aware flood extent mapping,"L Dyken , S Adhikari , P Poudel … - 2025 IEEE 18th …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/11020997/
KPU: Kernel Processing Unit for in-Memory Analytical Query Processing,"J Wu, W Lu, H Fan , H Kong, X Li … - IEEE Transactions on …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/10998943/
Large-Block Multi-rate Streaming Sort,D van Valenberg,N/A,https://research.tue.nl/files/292959493/Valenberg_D.pdf
NASCENT2: Generic near-storage sort accelerator for data analytics on SmartSSD,"S Salamat , H Zhang , YS Ki, T Rosing",2022,https://dl.acm.org/doi/abs/10.1145/3472769
Accelerating string-key learned index structures via memoization-based incremental training,"M Kim , J Hwang , G Heo , S Cho, D Mahajan … - arXiv preprint arXiv …, 2024",2024,https://arxiv.org/abs/2403.11472
Filter-centric vector indexing: Geometric transformation for efficient filtered vector search,"A Heidari , W Zhang",2025,https://arxiv.org/abs/2506.15987
Leco: Lightweight compression via learning serial correlations,"Y Liu , X Zeng , H Zhang",2024,https://dl.acm.org/doi/abs/10.1145/3639320
A workflow to systematically design uncertainty-aware visual analytics applications,"RGC Maack , F Raith , JF Pérez , G Scheuermann … - The Visual …, 2025",2025,https://link.springer.com/article/10.1007/s00371-024-03435-x
Artificial intelligence models for predicting calcium and magnesium removal by polyfunctional ketone using ensemble machine learners,"M Yaqub , W Lee",2023,https://www.sciencedirect.com/science/article/pii/S0045653523026929
Topological characterization and uncertainty visualization of atmospheric rivers,"F Lan , B Gamelin , L Yan , J Wang … - Computer Graphics …, 2024",2024,https://onlinelibrary.wiley.com/doi/abs/10.1111/cgf.15084
Geometric Algorithms for Wildlife Ecology,MJM van Mulken,2025,https://pure.tue.nl/ws/portalfiles/portal/367328762/20251029_Mulken_van_hf.pdf
"Interleaving distances, monoidal actions and 2-categories","PK McFaddin , T Needham",2026,https://msp.org/agt/2026/26-1/p06.xhtml
Ingénieur de Recherche TTK,J Tierny,N/A,https://julien-tierny.github.io/stuff/openPositions/engineer2022.pdf
Scalable Visualization of Multivariate Spatiotemporal Distributions from Scientific Simulation Data,TA Neuroth,2023,https://search.proquest.com/openview/23c93c7df1c73decfce76ab2d03fa5ed/1?pq-origsite=gscholar&cbl=18750&diss=y
An Automata-based Framework for Verification and Bug Hunting in Quantum Circuits (Technical Report),"YF Chen , KM Chung , O Lengál , JA Lin , WL Tsai … - arXiv preprint arXiv …, 2023",2023,https://arxiv.org/abs/2301.07747
"Statistical methods for sparse functional object data: elastic curves, shapes and densities",L Steyer,2023,https://edoc.ub.uni-muenchen.de/32892/
Metric Rarity and the Rise of Symmetry in Invariant Optimization,I Schneider,2026,https://arxiv.org/abs/2603.00011
Analyse topologique de données pour le suivi temporel de débris à haute vitesse en physique des matériaux,"J Tierny , F Vivodtzev , D Hebert",N/A,https://cs.ip-paris.fr/courses/tracks/job_offers/2024-2025/internship-sorbonnes.pdf
A Programmable Streaming Framework for Extreme-Scale Scientific Visualizations,Q Wu,2024,https://search.proquest.com/openview/a76de38473d9bf740c2066fa4a219005/1?pq-origsite=gscholar&cbl=18750&diss=y
Math 583B: Topological Data Analysis,K Ormsby,2024,https://kyleormsby.github.io/files/583/tda_notes.pdf
Query Processing on Modern Hardware,H Lang,2024,https://mediatum.ub.tum.de/1683781
"Integrating geometric, functional and topological approaches for clustering aortic morphology in Marfan patients",L MEANTI,2023,https://www.politesi.polimi.it/handle/10589/234116
Lowfive: in situ data transport for high-performance workflows,"T Peterka , D Morozov , A Nigmetov … - 2023 IEEE …, 2023",2023,https://ieeexplore.ieee.org/abstract/document/10177415/
A Semantic Approach to Data Management for Smart Spaces,P Gupta,2022,https://search.proquest.com/openview/bff6fdb266c1ec016b5503825a7bd279/1?pq-origsite=gscholar&cbl=18750&diss=y
Convexified Filtered ANN via Attribute-Vector Fusion,"A Heidari, W Zhang, Y Xiong",N/A,https://openreview.net/forum?id=23wfdcmzeQ
Extremal event graphs: A (stable) tool for analyzing noisy time series data,"R Belton , B Cummins , BT Fasy , T Gedeon - arXiv preprint arXiv …, 2022",2022,https://arxiv.org/abs/2203.09552
Control for Docking of Autonomous Surface Vehicle,DA de Oliveira,2025,https://repositorio-aberto.up.pt/bitstream/10216/170360/2/748051.pdf
"Uncertainty-aware visual analytics: scope, opportunities, and challenges","RGC Maack , G Scheuermann , H Hagen … - The Visual …, 2023",2023,https://link.springer.com/article/10.1007/s00371-022-02733-6
Algebraic foundations for applied topology and data analysis,H Schenck,2022,https://link.springer.com/content/pdf/10.1007/978-3-031-06664-1.pdf
Topological Data Analysis and Visualization for Interpretable Machine Learning,A Rathore,2023,https://search.proquest.com/openview/11656d90110e562582e3512bc7abece0/1?pq-origsite=gscholar&cbl=18750&diss=y
Représenter les données climatiques urbaines: sémiologie et géovisualisation,"N Touati, J Gautier, S Christophe , JF Girres … - Risques urbains, 2025",2025,https://www.openscience.fr/IMG/pdf/iste_uris24v8n1_5.pdf
Persistent equivariant cohomology,"H Adams , E Lagoda , M Moy, N Sadovek … - arXiv preprint arXiv …, 2024",2024,https://arxiv.org/abs/2408.17331
Monitoring Hyperparameter Choice for Robust Cluster Weighted Model,"A Cappozzo , L García-Escudero , F Greselin … - … and Data Science in …, 2022",2022,https://boa.unimib.it/handle/10281/389289
Beehive: A Scalable Disaggregated Memory Runtime Exploiting Asynchrony of Multithreaded Programs,"Q Li , H Huang, Y Liu, Y Xia , J Zhang , M Zhou… - … USENIX Symposium on …, 2025",2025,https://www.usenix.org/conference/nsdi25/presentation/li-quanxi
Certification of IoT elements using the blockchain,S Valle Trillo,2022,https://ruc.udc.es/items/4f6819f6-7f61-4dd9-9eb9-268439f84108
A Topology-based Approach Towards Subject-specific fMRI Analysis,F Rasheed,N/A,https://conferences.eg.org/vcbm2022/wp-content/uploads/sites/18/2022/09/Poster-A-Topology-based-Approach-Towards-Subject-Specific-Brain.pdf
EMPRESS: accelerating scientific discovery through descriptive metadata management,"M Lawson, W Gropp , J Lofstead",2022,https://dl.acm.org/doi/abs/10.1145/3523698
Secure and efficient query processing in outsourced databases,D Bogatov,2022,https://search.proquest.com/openview/08eb095fb7664d093f7bac40ef58a549/1?pq-origsite=gscholar&cbl=18750&diss=y
