sample_idx,threshold_label,threshold_name,threshold_type,threshold_value,gt_count,bicubic_count,bicubic_abs_error,cnn_count,cnn_abs_error,gan_count,gan_abs_error,winner
134,t10,10,fixed,10.0,242,54,188,112,130,301,59,gan
134,t15,15,fixed,15.0,342,83,259,178,164,517,175,cnn
134,p90,90th pct,percentile,18.524734,229,48,181,144,85,683,454,cnn
134,p95,95th pct,percentile,19.394516,155,33,122,108,47,419,264,cnn
134,p99,99th pct,percentile,20.93573,78,16,62,51,27,222,144,cnn
135,t5,5,fixed,5.0,25,4,21,9,16,30,5,gan
135,t10,10,fixed,10.0,250,45,205,139,111,248,2,gan
135,t15,15,fixed,15.0,301,70,231,154,147,506,205,cnn
135,p90,90th pct,percentile,18.713949,163,42,121,101,62,508,345,cnn
135,p95,95th pct,percentile,19.602036,127,38,89,90,37,511,384,cnn
135,p99,99th pct,percentile,21.146276,83,11,72,49,34,237,154,cnn
136,t5,5,fixed,5.0,19,4,15,7,12,23,4,gan
136,t10,10,fixed,10.0,187,40,147,100,87,278,91,cnn
136,t15,15,fixed,15.0,326,63,263,175,151,526,200,cnn
136,p90,90th pct,percentile,18.793295,154,37,117,95,59,464,310,cnn
136,p95,95th pct,percentile,19.672235,130,30,100,81,49,471,341,cnn
136,p99,99th pct,percentile,21.549116,60,19,41,55,5,169,109,cnn
137,t5,5,fixed,5.0,19,3,16,4,15,17,2,gan
137,t10,10,fixed,10.0,170,31,139,71,99,262,92,gan
137,t15,15,fixed,15.0,314,70,244,171,143,581,267,cnn
137,p90,90th pct,percentile,18.665123,154,32,122,74,80,490,336,cnn
137,p95,95th pct,percentile,19.650871,102,24,78,74,28,402,300,cnn
137,p99,99th pct,percentile,21.332434,63,14,49,31,32,154,91,cnn
138,t5,5,fixed,5.0,5,1,4,1,4,13,8,tie
138,t10,10,fixed,10.0,175,27,148,71,104,257,82,gan
138,t15,15,fixed,15.0,304,76,228,161,143,614,310,cnn
138,p90,90th pct,percentile,18.417923,148,39,109,94,54,418,270,cnn
138,p95,95th pct,percentile,19.632561,101,23,78,94,7,308,207,cnn
138,p99,99th pct,percentile,21.433151,52,16,36,50,2,197,145,cnn
139,t5,5,fixed,5.0,4,1,3,2,2,11,7,cnn
139,t10,10,fixed,10.0,205,32,173,76,129,242,37,gan
139,t15,15,fixed,15.0,288,63,225,171,117,566,278,cnn
139,p90,90th pct,percentile,18.070007,142,31,111,70,72,450,308,cnn
139,p95,95th pct,percentile,19.434189,83,18,65,65,18,217,134,cnn
139,p99,99th pct,percentile,21.234779,47,14,33,44,3,175,128,cnn
140,t5,5,fixed,5.0,6,1,5,1,5,6,0,gan
140,t10,10,fixed,10.0,278,47,231,98,180,309,31,gan
140,t15,15,fixed,15.0,322,53,269,118,204,507,185,gan
140,p90,90th pct,percentile,17.633596,164,41,123,89,75,403,239,cnn
140,p95,95th pct,percentile,18.991669,110,29,81,68,42,295,185,cnn
140,p99,99th pct,percentile,20.514574,67,19,48,50,17,246,179,cnn
141,t5,5,fixed,5.0,8,3,5,4,4,12,4,tie
141,t10,10,fixed,10.0,323,53,270,126,197,346,23,gan
141,t15,15,fixed,15.0,371,65,306,148,223,530,159,gan
141,p90,90th pct,percentile,17.062897,214,39,175,111,103,395,181,cnn
141,p95,95th pct,percentile,18.472855,163,41,122,84,79,314,151,cnn
141,p99,99th pct,percentile,20.026245,99,25,74,71,28,227,128,cnn
142,t5,5,fixed,5.0,7,1,6,2,5,4,3,gan
142,t10,10,fixed,10.0,345,56,289,148,197,294,51,gan
142,t15,15,fixed,15.0,481,96,385,264,217,593,112,gan
142,p90,90th pct,percentile,16.492203,349,58,291,189,160,512,163,cnn
142,p95,95th pct,percentile,17.902161,188,41,147,108,80,370,182,cnn
142,p99,99th pct,percentile,19.626457,114,28,86,71,43,288,174,cnn
143,t5,5,fixed,5.0,11,1,10,2,9,5,6,gan
143,t10,10,fixed,10.0,340,59,281,130,210,248,92,gan
143,t15,15,fixed,15.0,457,108,349,251,206,655,198,gan
143,p90,90th pct,percentile,16.125984,370,80,290,212,158,595,225,cnn
143,p95,95th pct,percentile,17.404709,230,38,192,110,120,436,206,cnn
143,p99,99th pct,percentile,19.186989,105,24,81,71,34,244,139,cnn
144,t5,5,fixed,5.0,8,1,7,2,6,10,2,gan
144,t10,10,fixed,10.0,345,74,271,136,209,245,100,gan
144,t15,15,fixed,15.0,470,95,375,242,228,649,179,gan
144,p90,90th pct,percentile,15.863518,385,79,306,200,185,590,205,cnn
144,p95,95th pct,percentile,17.154455,237,32,205,130,107,389,152,cnn
144,p99,99th pct,percentile,18.83297,134,24,110,66,68,254,120,cnn
145,t5,5,fixed,5.0,15,1,14,6,9,11,4,gan
145,t10,10,fixed,10.0,402,85,317,190,212,320,82,gan
145,t15,15,fixed,15.0,364,77,287,209,155,576,212,cnn
145,p90,90th pct,percentile,15.546127,358,70,288,186,172,553,195,cnn
145,p95,95th pct,percentile,16.815697,204,39,165,117,87,416,212,cnn
145,p99,99th pct,percentile,18.613235,115,24,91,42,73,241,126,cnn
146,t5,5,fixed,5.0,13,1,12,3,10,11,2,gan
146,t10,10,fixed,10.0,499,109,390,208,291,418,81,gan
146,t15,15,fixed,15.0,309,62,247,152,157,549,240,cnn
146,p90,90th pct,percentile,15.134132,292,56,236,126,166,552,260,cnn
146,p95,95th pct,percentile,16.348763,193,42,151,105,88,431,238,cnn
146,p99,99th pct,percentile,18.219551,85,20,65,46,39,222,137,cnn
147,t5,5,fixed,5.0,15,1,14,5,10,14,1,gan
147,t10,10,fixed,10.0,545,111,434,244,301,528,17,gan
147,t15,15,fixed,15.0,241,56,185,155,86,489,248,cnn
147,p90,90th pct,percentile,14.700767,273,54,219,153,120,532,259,cnn
147,p95,95th pct,percentile,15.912354,198,46,152,111,87,406,208,cnn
147,p99,99th pct,percentile,18.381302,59,13,46,44,15,176,117,cnn
148,t5,5,fixed,5.0,41,8,33,25,16,23,18,cnn
148,t10,10,fixed,10.0,547,117,430,280,267,538,9,gan
148,t15,15,fixed,15.0,217,55,162,109,108,452,235,cnn
148,p90,90th pct,percentile,14.395584,247,57,190,133,114,465,218,cnn
148,p95,95th pct,percentile,15.805688,169,39,130,91,78,378,209,cnn
148,p99,99th pct,percentile,18.46373,49,7,42,30,19,121,72,cnn
149,t5,5,fixed,5.0,43,3,40,9,34,42,1,gan
149,t10,10,fixed,10.0,523,108,415,246,277,557,34,gan
149,t15,15,fixed,15.0,162,46,116,106,56,441,279,cnn
149,p90,90th pct,percentile,14.145332,218,47,171,125,93,517,299,cnn
149,p95,95th pct,percentile,15.393539,151,49,102,102,49,389,238,cnn
149,p99,99th pct,percentile,18.460648,44,11,33,27,17,124,80,cnn
150,t5,5,fixed,5.0,60,8,52,15,45,35,25,gan
150,t10,10,fixed,10.0,434,87,347,229,205,546,112,gan
150,t15,15,fixed,15.0,138,32,106,88,50,356,218,cnn
150,p90,90th pct,percentile,13.705864,190,53,137,136,54,460,270,cnn
150,p95,95th pct,percentile,14.969329,137,37,100,90,47,368,231,cnn
150,p99,99th pct,percentile,17.862513,43,14,29,40,3,150,107,cnn
151,t5,5,fixed,5.0,111,20,91,38,73,95,16,gan
151,t10,10,fixed,10.0,405,96,309,228,177,514,109,gan
151,t15,15,fixed,15.0,107,22,85,71,36,301,194,cnn
151,p90,90th pct,percentile,13.245033,185,44,141,116,69,477,292,cnn
151,p95,95th pct,percentile,14.603104,129,29,100,83,46,320,191,cnn
151,p99,99th pct,percentile,17.29789,56,13,43,38,18,156,100,cnn
152,t5,5,fixed,5.0,123,22,101,40,83,108,15,gan
152,t10,10,fixed,10.0,393,85,308,217,176,554,161,gan
152,t15,15,fixed,15.0,76,14,62,58,18,222,146,cnn
152,p90,90th pct,percentile,12.79641,176,54,122,136,40,446,270,cnn
152,p95,95th pct,percentile,14.447464,98,17,81,60,38,269,171,cnn
152,p99,99th pct,percentile,16.779078,49,10,39,48,1,192,143,cnn
153,t5,5,fixed,5.0,145,27,118,56,89,142,3,gan
153,t10,10,fixed,10.0,316,79,237,181,135,466,150,cnn
153,t15,15,fixed,15.0,81,21,60,66,15,206,125,cnn
153,p90,90th pct,percentile,12.467118,157,39,118,109,48,352,195,cnn
153,p95,95th pct,percentile,14.200417,105,17,88,64,41,237,132,cnn
153,p99,99th pct,percentile,16.208382,47,10,37,35,12,187,140,cnn
154,t5,5,fixed,5.0,143,26,117,42,101,135,8,gan
154,t10,10,fixed,10.0,250,51,199,160,90,477,227,cnn
154,t15,15,fixed,15.0,57,13,44,31,26,148,91,cnn
154,p90,90th pct,percentile,12.024292,159,39,120,93,66,299,140,cnn
154,p95,95th pct,percentile,13.577682,100,25,75,61,39,200,100,cnn
154,p99,99th pct,percentile,15.765862,45,12,33,24,21,137,92,cnn
155,t5,5,fixed,5.0,159,23,136,73,86,185,26,gan
155,t10,10,fixed,10.0,202,53,149,126,76,382,180,cnn
155,t15,15,fixed,15.0,51,9,42,23,28,124,73,cnn
155,p90,90th pct,percentile,11.462753,185,46,139,96,89,305,120,cnn
155,p95,95th pct,percentile,13.257239,97,13,84,47,50,171,74,cnn
155,p99,99th pct,percentile,15.3386,49,12,37,18,31,122,73,cnn
156,t5,5,fixed,5.0,202,39,163,79,123,280,78,gan
156,t10,10,fixed,10.0,222,49,173,120,102,332,110,cnn
156,t15,15,fixed,15.0,35,6,29,16,19,97,62,cnn
156,p90,90th pct,percentile,11.114838,178,41,137,94,84,262,84,tie
156,p95,95th pct,percentile,12.793358,82,9,73,50,32,149,67,cnn
156,p99,99th pct,percentile,14.923585,39,7,32,20,19,96,57,cnn
157,t5,5,fixed,5.0,228,44,184,94,134,291,63,gan
157,t10,10,fixed,10.0,216,43,173,96,120,291,75,gan
157,t15,15,fixed,15.0,25,2,23,13,12,64,39,cnn
157,p90,90th pct,percentile,10.654015,187,43,144,101,86,251,64,gan
157,p95,95th pct,percentile,12.048706,122,23,99,53,69,168,46,gan
157,p99,99th pct,percentile,14.255197,35,4,31,28,7,102,67,cnn
158,t5,5,fixed,5.0,269,50,219,107,162,333,64,gan
158,t10,10,fixed,10.0,117,17,100,71,46,172,55,cnn
158,t15,15,fixed,15.0,14,2,12,11,3,42,28,cnn
158,p90,90th pct,percentile,9.555343,136,22,114,82,54,177,41,gan
158,p95,95th pct,percentile,10.882904,106,17,89,51,55,226,120,cnn
158,p99,99th pct,percentile,13.470871,40,8,32,21,19,86,46,cnn
159,t5,5,fixed,5.0,258,45,213,97,161,285,27,gan
159,t10,10,fixed,10.0,107,16,91,57,50,192,85,cnn
159,t15,15,fixed,15.0,18,5,13,9,9,33,15,cnn
159,p90,90th pct,percentile,8.764915,150,20,130,70,80,187,37,gan
159,p95,95th pct,percentile,9.854424,118,18,100,54,64,212,94,cnn
159,p99,99th pct,percentile,12.680443,53,9,44,33,20,113,60,cnn
160,t5,5,fixed,5.0,176,34,142,59,117,258,82,gan
160,t10,10,fixed,10.0,77,9,68,44,33,112,35,cnn
160,t15,15,fixed,15.0,37,7,30,20,17,37,0,gan
160,p90,90th pct,percentile,7.959229,145,37,108,72,73,307,162,cnn
160,p95,95th pct,percentile,9.436325,77,14,63,41,36,133,56,cnn
160,p99,99th pct,percentile,11.770989,54,11,43,36,18,123,69,cnn
161,t5,5,fixed,5.0,199,31,168,78,121,246,47,gan
161,t10,10,fixed,10.0,72,25,47,54,18,110,38,cnn
161,t15,15,fixed,15.0,32,6,26,26,6,52,20,cnn
161,p90,90th pct,percentile,7.742546,127,30,97,70,57,398,271,cnn
161,p95,95th pct,percentile,9.137398,70,17,53,50,20,126,56,cnn
161,p99,99th pct,percentile,11.920532,52,9,43,42,10,64,12,cnn
162,t5,5,fixed,5.0,240,33,207,87,153,358,118,gan
162,t10,10,fixed,10.0,55,20,35,44,11,79,24,cnn
162,t15,15,fixed,15.0,44,7,37,33,11,48,4,gan
162,p90,90th pct,percentile,7.733391,107,24,83,37,70,260,153,cnn
162,p95,95th pct,percentile,8.484146,77,19,58,41,36,143,66,cnn
162,p99,99th pct,percentile,12.51564,53,10,43,54,1,68,15,cnn
163,t5,5,fixed,5.0,197,31,166,75,122,323,126,cnn
163,t10,10,fixed,10.0,54,15,39,37,17,71,17,tie
163,t15,15,fixed,15.0,44,7,37,40,4,64,20,cnn
163,p90,90th pct,percentile,7.650993,160,26,134,83,77,244,84,cnn
163,p95,95th pct,percentile,8.160652,120,31,89,73,47,250,130,cnn
163,p99,99th pct,percentile,13.788261,51,10,41,43,8,73,22,cnn
164,t5,5,fixed,5.0,118,19,99,52,66,272,154,cnn
164,t10,10,fixed,10.0,61,13,48,43,18,66,5,gan
164,t15,15,fixed,15.0,54,11,43,42,12,74,20,cnn
164,p90,90th pct,percentile,7.71508,186,34,152,111,75,229,43,gan
164,p95,95th pct,percentile,8.407852,148,24,124,82,66,194,46,gan
164,p99,99th pct,percentile,14.200264,62,14,48,53,9,74,12,cnn
165,t5,5,fixed,5.0,178,32,146,61,117,298,120,cnn
165,t10,10,fixed,10.0,149,29,120,90,59,141,8,gan
165,t15,15,fixed,15.0,72,19,53,62,10,92,20,cnn
165,p90,90th pct,percentile,8.374283,270,49,221,110,160,307,37,gan
165,p95,95th pct,percentile,9.662163,179,30,149,115,64,151,28,gan
165,p99,99th pct,percentile,15.179908,73,20,53,66,7,86,13,cnn
166,t5,5,fixed,5.0,99,20,79,32,67,198,99,cnn
166,t10,10,fixed,10.0,253,49,204,98,155,211,42,gan
166,t15,15,fixed,15.0,74,20,54,62,12,77,3,gan
166,p90,90th pct,percentile,9.363075,243,48,195,95,148,244,1,gan
166,p95,95th pct,percentile,11.139259,207,45,162,157,50,174,33,gan
166,p99,99th pct,percentile,16.495285,74,20,54,50,24,95,21,gan
167,t5,5,fixed,5.0,97,20,77,36,61,236,139,cnn
167,t10,10,fixed,10.0,248,54,194,84,164,238,10,gan
167,t15,15,fixed,15.0,96,19,77,114,18,94,2,gan
167,p90,90th pct,percentile,10.119934,240,48,192,100,140,245,5,gan
167,p95,95th pct,percentile,12.076172,249,53,196,144,105,183,66,gan
167,p99,99th pct,percentile,17.664116,63,10,53,47,16,76,13,gan
